ID,DOB,Age,M_STATUS,SALARY,EDU_DATA,EMP_DATA,REL_ORIEN,FAV_TV,PREF_CAR,GENDER,FAV_CUIS,FAV_MUSIC,ENDU_LEVEL,FAV_SPORT,FAV_COLR,NEWS_SOURCE,DIST_FRM_COAST,MNTLY_TRAVEL,GEN_MOVIES,FAV_SUBJ,ALCOHOL,FAV_SUPERHERO,Dist_Coast,Class
5626,1/11/1969, 49 ,Unmarried,500k-700k,Graduate,Self-Employed,Believer,Narcos,BMW,Female,Italian,Hip-Hop,15-18,Soccer,Red,Huffington Post,40-60 KM,0-250 KM,Horror,Economics,Non Drinkers,superman,925,x
5627,9/23/1970, 47 ,Married,1M-2Million,Post-Graduate,Employed,Believer,Dexter,Bently,Male,Mexican,Hip-Hop,15-18,Basketball,Blue,Huffington Post,40-60 KM,1000-1500 KM,Historical,Commerce,Vodka,Ironman,785,x
5628,12/11/1983, 34 ,Married,300k-500k,Post-Graduate,Employed,Atheist,Friends,Ford,Female,Indian,Rap,6 to 10,Baseball,Black,Fox News,0-10 KM,0-250 KM,Romantic,English,Beer,Ironman,118,x
5629,1/25/1962, 56 ,Married,500k-700k,High-School,Self-Employed,Believer,Friends,Toyota,Female,Mediterranean,Rap,6 to 10,Basketball,Black,Fox News,10-25 KM,250-500 KM,Romantic,Civics,Beer,Ironman,219,y
5630,12/21/1993, 24 ,Unmarried,300k-500k,Graduate,Employed,Agnostic,Game of Thrones,Wolkswagen,Female,French,Hip-Hop,15-18,volleyball,Blue,Huffington Post,40-60 KM,1000-1500 KM,Comedy,History,Vodka,Thor,1362,y
5631,12/19/1988, 29 ,Unmarried,300k-500k,Uneducated,Unemployed,Believer,Friends,Ford,Male,Mexican,Rap,6 to 10,Soccer,Black,Fox News,10-25 KM,0-250 KM,Horror,Chemistry,Beer,superman,1117,x
5632,4/19/1960, 57 ,Married,300k-500k,Graduate,Self-Employed,Atheist,Friends,Wolkswagen,Male,Lebanese,Heavy Metal,6 to 10,Baseball,Green,New York Times,10-25 KM,250-500 KM,Comedy,Art,Beer,The hulk,175,y
5633,4/3/1975, 42 ,Married,300k-500k,Graduate,Unemployed,Believer,Breaking Bad,Audi,Female,Indian,Rock,18-20,Rugby,Blue,CNN,25-40 KM,250-500 KM,Thriller,Maths,wine,Thor,1409,y
5634,3/17/1964, 53 ,Married,300k-500k,Post-Graduate,Unemployed,Atheist,Dexter,Toyota,Male,Chinese,Classical,10 to 12,Rugby,Red,Huffington Post,40-60 KM,500-1000 KM,Action,Physics,Vodka,wonder woman,948,x
5635,9/17/1990, 27 ,Married,300k-500k,High-School,Employed,Believer,Dexter,Ford,Male,Chinese,Classical,10 to 12,Basketball,Blue,CNN,25-40 KM,0-250 KM,Horror,Economics,Beer,superman,195,x
5636,7/31/1991, 26 ,Unmarried,500k-700k,Post-Graduate,Unemployed,Believer,Narcos,BMW,Female,French,Rock,18-20,Basketball,Red,Huffington Post,40-60 KM,250-500 KM,Horror,Economics,Rum,spiderman,79,x
5637,12/6/1990, 27 ,Married,,Uneducated,Employed,Atheist,Friends,GM,Male,Mexican,Rap,6 to 10,Baseball,Green,New York Times,10-25 KM,250-500 KM,Horror,Chemistry,Beer,spiderman,442,x
5638,5/24/1986, 31 ,Unmarried,300k-500k,Uneducated,Employed,Agnostic,Big Bang Theory,Ford,Male,Mexican,Hip-Hop,15-18,cycling,Red,Reuters,25-40 KM,250-500 KM,Drama,Physics,Non Drinkers,Batman,1371,y
5639,5/15/1976, 41 ,Unmarried,300k-500k,Post-Graduate,Employed,Agnostic,Game of Thrones,Ford,Female,French,Rock,18-20,volleyball,Red,CNN,25-40 KM,500-1000 KM,Drama,Physics,Vodka,Batman,453,x
5640,2/7/1988, 30 ,Unmarried,300k-500k,High-School,Employed,Believer,Narcos,Daimler-Benz,Female,French,Hip-Hop,15-18,Soccer,purple,Associated Press,10-25 KM,2000+ KM,Romantic,Commerce,Rum,Ironman,169,x
5641,5/3/1969, 48 ,Unmarried,300k-500k,Uneducated,Unemployed,Believer,Big Bang Theory,Audi,Male,Lebanese,Classical,12 to 15,Soccer,Red,CNN,25-40 KM,250-500 KM,Comedy,History,Non Drinkers,The hulk,1200,x
5642,12/16/1979, 38 ,Married,300k-500k,Graduate,Employed,Atheist,Friends,Toyota,Female,French,Rap,6 to 10,Baseball,Yellow,BBC,10-25 KM,250-500 KM,Drama,Chemistry,Beer,Batman,853,x
5643,8/28/1982, 35 ,Married,100k-300k,Post-Graduate,Unemployed,Believer,How I Met your mother,Suzuki,Male,Lebanese,Heavy Metal,3 to 5,Basketball,Yellow,BBC,10-25 KM,0-250 KM,Historical,Art,Gin,The hulk,809,y
5644,3/28/1994, 23 ,Married,500k-700k,High-School,Self-Employed,Believer,Game of Thrones,Toyota,Male,Lebanese,Country,12 to 15,Rugby,Blue,Huffington Post,40-60 KM,1000-1500 KM,Thriller,Maths,Vodka,Thor,87,y
5645,9/25/1971, 46 ,Unmarried,300k-500k,High-School,Self-Employed,Agnostic,Narcos,Ford,Female,French,Hip-Hop,15-18,volleyball,purple,Associated Press,0-10 KM,1500-2000 KM,Action,Physics,Rum,wonder woman,758,x
5646,10/14/1966, 51 ,Unmarried,300k-500k,Graduate,Employed,Believer,Breaking Bad,Audi,Male,Mexican,Hip-Hop,15-18,Soccer,Red,Reuters,25-40 KM,500-1000 KM,Action,Maths,wine,Thor,1269,x
5647,11/8/1981, 36 ,Unmarried,300k-500k,High-School,Unemployed,Believer,Breaking Bad,Audi,Male,Lebanese,Country,12 to 15,Soccer,Blue,CNN,25-40 KM,250-500 KM,Thriller,Maths,Beer,Thor,607,x
5648,8/19/1971, 46 ,Married,300k-500k,High-School,Unemployed,Believer,Game of Thrones,Ford,Male,Mexican,Hip-Hop,15-18,Basketball,Blue,Huffington Post,40-60 KM,250-500 KM,Comedy,History,Vodka,The hulk,774,x
5649,1/20/1969, 49 ,Unmarried,300k-500k,Graduate,Unemployed,Believer,Friends,Daimler-Benz,Female,French,Rap,6 to 10,Soccer,Black,New York Times,0-10 KM,0-250 KM,Comedy,Art,Beer,Thor,437,x
5650,4/9/1966, 51 ,Married,500k-700k,Uneducated,Unemployed,Believer,Dexter,Daimler-Benz,Male,Mexican,Hip-Hop,15-18,Basketball,Red,Huffington Post,40-60 KM,500-1000 KM,Historical,Commerce,Vodka,The hulk,1358,y
5651,8/14/1970, 47 ,Unmarried,300k-500k,Post-Graduate,Unemployed,Agnostic,Breaking Bad,Wolkswagen,Male,Italian,Hip-Hop,15-18,cycling,Red,Reuters,60-80 KM,1000-1500 KM,Horror,Economics,Beer,superman,320,x
5652,1/31/1962, 56 ,Married,100k-300k,High-School,Self-Employed,Believer,Flash,Suzuki,Female,French,Rap,6 to 10,Rugby,Black,Fox News,0-10 KM,0-250 KM,Comedy,Art,Rum,Thor,1024,x
5653,10/14/1987, 30 ,Unmarried,100k-300k,Graduate,Self-Employed,Agnostic,How I Met your mother,Ford,Female,French,Rap,6 to 10,volleyball,Yellow,BBC,60-80 KM,2000+ KM,Historical,Civics,Non Drinkers,The hulk,362,y
5654,1/31/1992, 26 ,Unmarried,300k-500k,High-School,Employed,Believer,Friends,Audi,Female,French,Rap,6 to 10,Soccer,Black,New York Times,0-10 KM,0-250 KM,Comedy,Art,Beer,Thor,837,y
5655,12/13/1995, 22 ,Married,300k-500k,Graduate,Self-Employed,Believer,Game of Thrones,Audi,Female,Indian,Rock,18-20,Rugby,purple,Associated Press,10-25 KM,2000+ KM,Comedy,Maths,Vodka,Thor,198,y
5656,8/1/1989, 28 ,Married,0-100K,Post-Graduate,Self-Employed,Agnostic,Friends,GM,Male,Mexican,Rap,6 to 10,Cricket,Black,New York Times,10-25 KM,0-250 KM,Action,Biology,wine,wonder woman,1295,x
5657,10/9/1963, 54 ,Married,500k-700k,Uneducated,Self-Employed,Atheist,Friends,BMW,Female,French,Rap,6 to 10,Baseball,Black,Fox News,40-60 KM,1500-2000 KM,Horror,Chemistry,Vodka,spiderman,1060,y
5658,4/11/1991, 26 ,Divorced,500k-700k,Post-Graduate,Employed,Agnostic,Friends,BMW,Male,Chinese,Heavy Metal,1 to 3,Swimming,White,Fox News,60-80 KM,2000+ KM,Action,Biology,Beer,wonder woman,305,y
5659,4/18/1967, 50 ,Married,500k-700k,Post-Graduate,Unemployed,Atheist,Friends,BMW,Female,Indian,Rap,6 to 10,Baseball,Yellow,BBC,40-60 KM,2000+ KM,Historical,Art,Vodka,The hulk,397,y
5660,1/3/1962, 56 ,Married,0-100K,Post-Graduate,Self-Employed,Agnostic,Friends,Ford,Male,Italian,Rap,6 to 10,Cricket,White,MSN,40-60 KM,1500-2000 KM,Romantic,English,Vodka,Ironman,727,y
5661,6/1/1986, 31 ,Married,500k-700k,High-School,Self-Employed,Believer,Friends,Toyota,Female,Indian,Rap,6 to 10,Basketball,Black,New York Times,40-60 KM,2000+ KM,Thriller,Biology,Vodka,Thor,1089,y
5662,9/5/1984, 33 ,Married,300k-500k,,Self-Employed,Believer,Friends,Daimler-Benz,Female,Mediterranean,Rap,6 to 10,Basketball,Yellow,BBC,0-10 KM,0-250 KM,Comedy,Art,Vodka,The hulk,985,y
5663,12/17/1961, 56 ,Unmarried,500k-700k,Uneducated,Unemployed,Believer,Dexter,Toyota,Female,French,Hip-Hop,15-18,Soccer,purple,Associated Press,60-80 KM,0-250 KM,Action,Physics,Vodka,wonder woman,92,y
5664,8/28/1989, 28 ,Married,100k-300k,High-School,Self-Employed,Believer,Flash,Suzuki,Female,Indian,Rap,6 to 10,Basketball,Black,New York Times,10-25 KM,250-500 KM,Comedy,Art,wine,Thor,373,x
5665,2/18/1985, 33 ,Married,100k-300k,Graduate,Unemployed,Believer,Prison Break,Suzuki,Female,Indian,Rap,6 to 10,Rugby,Black,Fox News,0-10 KM,0-250 KM,Action,Biology,Whiskey,wonder woman,1305,y
5666,4/13/1961, 56 ,Married,300k-500k,Graduate,Employed,Agnostic,Breaking Bad,Ford,Female,French,Rock,15-18,Baseball,Blue,CNN,25-40 KM,1000-1500 KM,Comedy,Maths,Beer,Thor,716,y
5667,4/12/1992, 25 ,Divorced,100k-300k,Post-Graduate,Employed,Agnostic,Game of Thrones,Ford,Male,Lebanese,Country,12 to 15,Swimming,purple,Associated Press,10-25 KM,2000+ KM,Comedy,History,Vodka,The hulk,344,x
5668,7/9/1971, 46 ,Married,300k-500k,Graduate,Self-Employed,Agnostic,Breaking Bad,Daimler-Benz,Female,French,Hip-Hop,15-18,Swimming,Red,Reuters,25-40 KM,1000-1500 KM,Comedy,History,Beer,Thor,321,x
5669,10/20/1964, 53 ,Unmarried,300k-500k,Graduate,Self-Employed,Believer,Dexter,Wolkswagen,Female,Indian,Rock,18-20,Soccer,Red,Huffington Post,40-60 KM,1000-1500 KM,Romantic,Commerce,Vodka,Ironman,233,x
5670,5/3/1964, 53 ,Married,300k-500k,Post-Graduate,Unemployed,Atheist,Flash,Ford,,Mediterranean,Rap,6 to 10,Baseball,White,MSN,10-25 KM,250-500 KM,Horror,Chemistry,wine,spiderman,1338,x
5671,11/30/1994, 23 ,Unmarried,300k-500k,Graduate,Employed,Believer,Flash,Audi,Male,Thai,Heavy Metal,6 to 10,Soccer,White,MSN,10-25 KM,250-500 KM,Horror,Chemistry,Rum,superman,264,y
5672,1/16/1982, 36 ,Unmarried,100k-300k,High-School,Unemployed,Believer,Friends,Honda,Male,Mexican,Rap,6 to 10,Basketball,Black,Fox News,10-25 KM,250-500 KM,Romantic,English,Vodka,Ironman,190,y
5673,1/31/1990, 28 ,Unmarried,500k-700k,Graduate,Unemployed,Agnostic,Big Bang Theory,Toyota,Female,Korean,Rock,20+,volleyball,Blue,CNN,25-40 KM,0-250 KM,Romantic,Commerce,Non Drinkers,Ironman,334,y
5674,5/2/1983, 34 ,Married,500k-700k,Post-Graduate,Employed,Atheist,Prison Break,Toyota,Male,Chinese,Heavy Metal,3 to 5,Baseball,Black,Fox News,10-25 KM,0-250 KM,Thriller,Biology,Whiskey,Thor,1050,x
5675,2/23/1970, 48 ,Unmarried,500k-700k,Graduate,Unemployed,Believer,Friends,Daimler-Benz,Female,French,Rap,6 to 10,Basketball,White,Fox News,60-80 KM,2000+ KM,Romantic,English,Vodka,Ironman,1414,y
5676,5/11/1984, 33 ,Unmarried,700k-1 Million,Post-Graduate,Self-Employed,Believer,Game of Thrones,Daimler -Benz,Male,Mexican,Hip-Hop,15-18,Soccer,Red,Reuters,25-40 KM,1000-1500 KM,Romantic,Commerce,Vodka,Ironman,135,y
5677,10/2/1961, 56 ,Married,300k-500k,High-School,Self-Employed,Believer,Dexter,Ford,Male,Italian,Hip-Hop,15-18,Basketball,Red,CNN,25-40 KM,250-500 KM,Romantic,Commerce,Beer,Ironman,505,x
5678,12/16/1974, 43 ,Married,100k-300k,High-School,Employed,Believer,Breaking Bad,Suzuki,Female,French,Rock,18-20,Rugby,Blue,Huffington Post,40-60 KM,1000-1500 KM,Comedy,Maths,Beer,Thor,314,x
5679,5/26/1963, 54 ,Unmarried,300k-500k,Post-Graduate,Self-Employed,Believer,Prison Break,Audi,Male,Chinese,Heavy Metal,1 to 3,Basketball,Yellow,BBC,10-25 KM,250-500 KM,Horror,Chemistry,Vodka,spiderman,1003,x
5680,6/29/1970, 47 ,Married,500k-700k,Uneducated,Self-Employed,Believer,Friends,Daimler-Benz,Female,Mediterranean,Rap,6 to 10,Basketball,White,MSN,0-10 KM,0-250 KM,Thriller,Art,Beer,Thor,454,y
5681,2/26/1964, 54 ,Married,100k-300k,High-School,Self-Employed,Believer,Narcos,Suzuki,Male,Mexican,Hip-Hop,15-18,Rugby,purple,Associated Press,10-25 KM,2000+ KM,Thriller,Maths,Rum,Thor,1069,y
5682,9/12/1986, 31 ,Married,300k-500k,High-School,Self-Employed,Agnostic,Narcos,Daimler-Benz,Male,Lebanese,Classical,10 to 12,Cricket,Blue,CNN,25-40 KM,1000-1500 KM,Action,Physics,Non Drinkers,wonder woman,1089,x
5683,12/25/1977, 40 ,Married,0-100K,Graduate,Self-Employed,Believer,Dexter,Ford,Male,Lebanese,Classical,10 to 12,Basketball,Red,Huffington Post,40-60 KM,0-250 KM,Horror,Economics,Vodka,spiderman,887,x
5684,9/5/1974, 43 ,Unmarried,300k-500k,Uneducated,Unemployed,Believer,Game of Thrones,Ford,Male,Italian,Hip-Hop,15-18,Basketball,Red,CNN,25-40 KM,1000-1500 KM,Comedy,Maths,Vodka,Thor,1074,x
5685,8/2/1966, 51 ,Unmarried,500k-700k,High-School,Self-Employed,Agnostic,Prison Break,BMW,Female,Indian,Rap,6 to 10,cycling,Black,Fox News,10-25 KM,250-500 KM,Action,Biology,Whiskey,wonder woman,900,x
5686,10/3/1992, 25 ,Unmarried,0-100K,High-School,Unemployed,Believer,Narcos,Ford,Male,Thai,Country,12 to 15,Soccer,purple,Associated Press,10-25 KM,1500-2000 KM,Horror,Economics,Rum,spiderman,752,y
5687,8/8/1985, 32 ,Married,100k-300k,Post-Graduate,Self-Employed,Believer,Narcos,Nissan,Female,Indian,Rock,18-20,Basketball,Blue,Huffington Post,40-60 KM,0-250 KM,Thriller,Maths,Rum,Thor,611,x
5688,10/4/1972, 45 ,Married,700k-1 Million,Post-Graduate,Employed,Believer,Friends,Daimler -Benz,Female,Italian,Rap,6 to 10,Basketball,Yellow,BBC,0-10 KM,0-250 KM,Action,Biology,Beer,wonder woman,241,x
5689,5/18/1990, 27 ,Married,300k-500k,Post-Graduate,Employed,Believer,Game of Thrones,Toyota,Male,Chinese,Classical,10 to 12,Rugby,Blue,CNN,25-40 KM,1000-1500 KM,Comedy,History,Vodka,The hulk,698,y
5690,3/14/1978, 39 ,Unmarried,700k-1 Million,Post-Graduate,Self-Employed,Believer,Breaking Bad,Daimler -Benz,Male,Lebanese,Classical,12 to 15,Soccer,Blue,CNN,25-40 KM,0-250 KM,Thriller,Maths,Beer,Thor,489,x
5691,5/31/1977, 40 ,Unmarried,300k-500k,Post-Graduate,Unemployed,Believer,Prison Break,Daimler-Benz,Male,Lebanese,Heavy Metal,6 to 10,Basketball,Green,New York Times,0-10 KM,0-250 KM,Drama,Chemistry,Vodka,Batman,1174,x
5692,12/22/1979, 38 ,Unmarried,300k-500k,High-School,Unemployed,Believer,Game of Thrones,Ford,Male,Chinese,Classical,10 to 12,Basketball,Red,CNN,25-40 KM,0-250 KM,Action,Physics,Vodka,wonder woman,136,y
5693,8/12/1963, 54 ,Married,100k-300k,Uneducated,Employed,Believer,Breaking Bad,Suzuki,Female,French,Hip-Hop,15-18,Basketball,purple,Associated Press,0-10 KM,1500-2000 KM,Historical,Commerce,Beer,Ironman,1404,x
5694,11/20/1995, 22 ,Married,0-100K,Post-Graduate,Employed,Believer,Friends,GM,Female,French,Rap,6 to 10,Rugby,White,MSN,10-25 KM,250-500 KM,Romantic,English,Beer,Ironman,880,x
5695,4/24/1971, 46 ,Married,300k-500k,Graduate,Self-Employed,Atheist,Friends,Audi,Female,French,Rap,6 to 10,Rugby,White,MSN,40-60 KM,1500-2000 KM,Horror,Chemistry,Beer,spiderman,490,y
5696,7/11/1991, 26 ,Married,100k-300k,Graduate,Employed,Believer,How I Met your mother,Nissan,Female,Italian,Rap,6 to 10,Rugby,Black,New York Times,10-25 KM,0-250 KM,Thriller,Biology,Gin,Thor,441,y
5697,12/14/1990, 27 ,Unmarried,0-100K,High-School,Unemployed,Believer,Game of Thrones,Ford,Female,Italian,Hip-Hop,15-18,Soccer,purple,Associated Press,0-10 KM,2000+ KM,Action,Physics,Whiskey,wonder woman,934,y
5698,11/7/1960, 57 ,Married,300k-500k,Post-Graduate,Self-Employed,Atheist,Breaking Bad,Daimler-Benz,Female,Indian,Rock,18-20,Rugby,purple,Associated Press,0-10 KM,2000+ KM,Horror,Economics,Beer,superman,1482,x
5699,7/1/1975, 42 ,Married,100k-300k,High-School,Unemployed,Believer,Friends,Suzuki,Male,Thai,Light Metal,6 to 10,Basketball,White,MSN,0-10 KM,0-250 KM,Drama,Chemistry,Vodka,Batman,343,x
5700,11/20/1977, 40 ,Unmarried,100k-300k,Post-Graduate,Self-Employed,Believer,Friends,Honda,Female,French,Rap,6 to 10,Soccer,Yellow,BBC,10-25 KM,250-500 KM,Romantic,English,Vodka,Ironman,113,y
5701,6/27/1992, 25 ,Unmarried,300k-500k,Uneducated,Unemployed,Believer,How I Met your mother,Daimler-Benz,Male,Lebanese,Heavy Metal,3 to 5,Soccer,White,MSN,10-25 KM,0-250 KM,Horror,Chemistry,Non Drinkers,superman,195,y
5702,10/12/1966, 51 ,Married,100k-300k,Uneducated,Employed,Atheist,Friends,Suzuki,Male,Chinese,Heavy Metal,1 to 3,Baseball,Yellow,BBC,0-10 KM,0-250 KM,Action,Biology,Beer,wonder woman,1074,y
5703,12/25/1971, 46 ,Married,100k-300k,Post-Graduate,Self-Employed,Believer,How I Met your mother,Suzuki,Male,Lebanese,Heavy Metal,3 to 5,Basketball,Green,New York Times,10-25 KM,0-250 KM,Romantic,English,Non Drinkers,Ironman,176,y
5704,1/9/1995, 23 ,Married,100k-300k,Graduate,Self-Employed,Atheist,Narcos,Suzuki,Male,Italian,Hip-Hop,15-18,Baseball,purple,Associated Press,10-25 KM,1500-2000 KM,Comedy,History,Rum,The hulk,1470,y
5705,6/28/1986, 31 ,Unmarried,100k-300k,Graduate,Employed,Believer,Prison Break,Suzuki,Female,French,Rap,6 to 10,Soccer,White,Fox News,10-25 KM,250-500 KM,Drama,Chemistry,Vodka,Batman,339,x
5706,7/18/1987, 30 ,Married,700k-1 Million,Post-Graduate,Unemployed,Believer,Breaking Bad,Daimler -Benz,Male,Chinese,Classical,10 to 12,Basketball,Red,Reuters,25-40 KM,1000-1500 KM,Historical,Commerce,wine,The hulk,1438,y
5707,6/27/1976, 41 ,Unmarried,300k-500k,Post-Graduate,Unemployed,Agnostic,Friends,Daimler-Benz,Female,French,Rap,6 to 10,volleyball,White,MSN,10-25 KM,0-250 KM,Thriller,Biology,Beer,Thor,1409,x
5708,5/17/1979, 38 ,Married,700k-1 Million,Graduate,Unemployed,Agnostic,Prison Break,Jaguar,Male,Mexican,Rap,6 to 10,Cricket,Yellow,BBC,10-25 KM,250-500 KM,Drama,Chemistry,Whiskey,Batman,1278,y
5709,3/31/1971, 46 ,Unmarried,100k-300k,High-School,Unemployed,Believer,Narcos,Suzuki,Male,Lebanese,Classical,10 to 12,Soccer,Red,Huffington Post,40-60 KM,500-1000 KM,Horror,Economics,Rum,superman,643,y
5710,8/14/1977, 40 ,Married,300k-500k,Post-Graduate,Self-Employed,Atheist,Big Bang Theory,Ford,Male,Lebanese,Country,12 to 15,Rugby,Red,Reuters,25-40 KM,1000-1500 KM,Historical,Commerce,Non Drinkers,The hulk,212,x
5711,4/20/1967, 50 ,Married,500k-700k,Uneducated,Self-Employed,Agnostic,Big Bang Theory,Toyota,Male,Chinese,Classical,10 to 12,Swimming,Red,CNN,25-40 KM,250-500 KM,Action,Physics,Non Drinkers,wonder woman,649,x
5712,7/16/1981, 36 ,Unmarried,500k-700k,Uneducated,Employed,Agnostic,Big Bang Theory,BMW,Male,Chinese,Classical,10 to 12,volleyball,Blue,Huffington Post,40-60 KM,0-250 KM,Action,Physics,Non Drinkers,wonder woman,70,x
5713,5/29/1969, 48 ,Married,300k-500k,High-School,Employed,Believer,Prison Break,Wolkswagen,Male,Mexican,Rap,6 to 10,Basketball,Black,Fox News,0-10 KM,0-250 KM,Thriller,Biology,Whiskey,Thor,649,x
5714,11/4/1960, 57 ,Married,300k-500k,Graduate,Unemployed,Agnostic,Friends,Daimler-Benz,Female,French,Rap,6 to 10,Baseball,Pink,BBC,10-25 KM,0-250 KM,Action,Biology,Beer,wonder woman,326,y
5715,8/13/1980, 37 ,Unmarried,700k-1 Million,High-School,Employed,Believer,Breaking Bad,Daimler -Benz,Male,Thai,Country,12 to 15,Basketball,Red,CNN,25-40 KM,0-250 KM,Drama,Physics,Beer,Batman,1492,y
5716,9/23/1978, 39 ,Divorced,0-100K,Post-Graduate,Unemployed,Agnostic,Narcos,Ford,Male,Thai,Country,12 to 15,volleyball,Red,CNN,25-40 KM,1000-1500 KM,Romantic,Commerce,Rum,Ironman,809,x
5717,10/17/1982, 35 ,Unmarried,100k-300k,Post-Graduate,Unemployed,Believer,Prison Break,Suzuki,Female,Indian,Rap,6 to 10,Basketball,Green,New York Times,10-25 KM,0-250 KM,Historical,Civics,Whiskey,The hulk,186,x
5718,2/4/1960, 58 ,Married,300k-500k,Uneducated,Employed,Believer,Dexter,Daimler-Benz,Male,Italian,Hip-Hop,15-18,Rugby,purple,Associated Press,0-10 KM,2000+ KM,Horror,Physics,Beer,spiderman,1155,y
5719,11/3/1962, 55 ,Divorced,500k-700k,Uneducated,Employed,Agnostic,Narcos,Toyota,Female,Indian,Rock,18-20,Swimming,Red,Huffington Post,40-60 KM,1000-1500 KM,Comedy,History,Rum,The hulk,438,x
5720,8/22/1991, 26 ,Married,500k-700k,Post-Graduate,Employed,Atheist,Breaking Bad,Toyota,Female,Korean,Rock,20+,Rugby,purple,Associated Press,60-80 KM,250-500 KM,Romantic,Commerce,Beer,Ironman,928,x
5721,7/31/1972, 45 ,Married,100k-300k,Post-Graduate,Unemployed,Believer,Flash,Suzuki,Male,Lebanese,Heavy Metal,3 to 5,Rugby,Black,New York Times,0-10 KM,0-250 KM,Drama,Chemistry,Rum,Batman,190,x
5722,10/22/1977, 40 ,Married,1M-2Million,Post-Graduate,Self-Employed,Believer,How I Met your mother,Rolls Royce,Male,Italian,Rap,6 to 10,Rugby,Black,Fox News,0-10 KM,0-250 KM,Drama,Chemistry,Non Drinkers,Batman,1376,y
5723,9/11/1992, 25 ,Married,1M-2Million,Post-Graduate,Unemployed,Agnostic,Game of Thrones,Bently,Female,French,Rock,15-18,Swimming,Red,Reuters,60-80 KM,0-250 KM,Historical,History,Vodka,The hulk,1472,y
5724,1/1/1992, 26 ,Married,500k-700k,High-School,Self-Employed,Believer,Narcos,Toyota,Male,Mexican,Hip-Hop,15-18,Basketball,Red,Reuters,60-80 KM,500-1000 KM,Horror,Economics,Rum,superman,1454,x
5725,6/28/1962, 55 ,Married,100k-300k,Graduate,Employed,Agnostic,Friends,Suzuki,Male,Chinese,Heavy Metal,3 to 5,Baseball,Green,New York Times,0-10 KM,0-250 KM,Historical,Civics,Beer,The hulk,1132,x
5726,4/20/1993, 24 ,Unmarried,100k-300k,Post-Graduate,Self-Employed,Agnostic,Friends,Ford,Male,Chinese,Heavy Metal,3 to 5,cycling,White,MSN,40-60 KM,2000+ KM,Historical,Art,Vodka,The hulk,1451,y
5727,4/6/1979, 38 ,Unmarried,300k-500k,Graduate,Employed,Believer,Friends,Audi,Male,Lebanese,Heavy Metal,3 to 5,Soccer,White,Fox News,10-25 KM,0-250 KM,Drama,Chemistry,Beer,Batman,870,y
5728,5/21/1981, 36 ,Unmarried,300k-500k,Post-Graduate,Employed,Believer,Dexter,Daimler-Benz,Male,Lebanese,Classical,12 to 15,Basketball,Blue,CNN,25-40 KM,0-250 KM,Horror,Economics,Beer,spiderman,587,y
5729,12/6/1986, 31 ,Married,500k-700k,Uneducated,Employed,Atheist,Friends,Daimler-Benz,Male,Chinese,Heavy Metal,1 to 3,Baseball,Black,Fox News,10-25 KM,0-250 KM,Drama,Chemistry,Vodka,Batman,977,x
5730,11/30/1969, 48 ,Married,300k-500k,Graduate,Employed,Believer,Friends,Daimler-Benz,Male,Mexican,Rap,6 to 10,Rugby,Yellow,BBC,10-25 KM,0-250 KM,Action,Biology,Beer,wonder woman,1010,y
5731,12/29/1960, 57 ,Married,300k-500k,High-School,Employed,Atheist,Friends,Daimler-Benz,Female,French,Rap,6 to 10,Baseball,White,MSN,10-25 KM,250-500 KM,Romantic,English,Beer,Ironman,371,y
5732,1/24/1993, 25 ,Married,300k-500k,Graduate,Unemployed,Agnostic,Breaking Bad,Audi,Female,Indian,Rock,18-20,Swimming,Blue,Huffington Post,40-60 KM,250-500 KM,Action,Physics,Beer,wonder woman,1052,y
5733,10/29/1968, 49 ,Unmarried,500k-700k,High-School,Self-Employed,Believer,sherlock,Toyota,Female,Italian,Rap,6 to 10,Soccer,Green,New York Times,40-60 KM,2000+ KM,Historical,Civics,Non Drinkers,Ironman,1157,x
5734,4/9/1981, 36 ,Married,0-100K,Uneducated,Self-Employed,Atheist,Prison Break,GM,Male,Chinese,Heavy Metal,1 to 3,Baseball,Yellow,BBC,10-25 KM,250-500 KM,Horror,Chemistry,Whiskey,spiderman,1475,y
5735,12/4/1962, 55 ,Married,500k-700k,Graduate,Employed,Believer,Narcos,Toyota,Female,Italian,Hip-Hop,15-18,Basketball,purple,Associated Press,0-10 KM,2000+ KM,Drama,Physics,Gin,Batman,1158,y
5736,11/3/1973, 44 ,Unmarried,300k-500k,Uneducated,Employed,Believer,Flash,Audi,Male,Lebanese,Heavy Metal,3 to 5,Soccer,Yellow,BBC,10-25 KM,0-250 KM,Drama,Chemistry,wine,Batman,148,x
5737,8/31/1973, 44 ,Unmarried,300k-500k,Uneducated,Employed,Believer,Prison Break,Daimler-Benz,Female,French,Rap,6 to 10,Basketball,White,MSN,10-25 KM,0-250 KM,Horror,Chemistry,Whiskey,spiderman,826,y
5738,12/9/1972, 45 ,Unmarried,300k-500k,Graduate,Employed,Believer,Breaking Bad,Daimler-Benz,Male,Mexican,Hip-Hop,15-18,Basketball,purple,Associated Press,10-25 KM,1500-2000 KM,Drama,Physics,Beer,Batman,690,y
5739,12/2/1978, 39 ,Unmarried,100k-300k,Uneducated,Self-Employed,Believer,Big Bang Theory,Ford,Female,Italian,Hip-Hop,15-18,Soccer,Blue,Huffington Post,40-60 KM,250-500 KM,Comedy,History,Non Drinkers,The hulk,1077,x
