"","ID","name","category","main_category","currency","deadline","goal","launched","pledged","state","backers","country","usd.pledged","usd_pledged_real","usd_goal_real","date_diff"
"129168",1655808470,"Matched Martial Arts","Web","Technology","CAD","2014-12-01",1000,"2014-11-01 14:29:49",0,0,0,"CA",0,0,877.65,29.4376273148148
"295361",573368228,"Varsity, an app to Connect students everywhere.","Apps","Technology","CAD","2017-10-26",20000,"2017-09-25 16:30:40",0,0,0,"CA",0,0,15513.5,30.312037037037
"228402",231135119,"Firewalls Don't Stop Dragons","Web","Technology","USD","2014-09-05",3000,"2014-08-06 05:10:29",3180,1,54,"US",3180,3180,3000,29.7843865740741
"120957",1614406172,"Expansion of my social network www.CollegeHitch.com","Web","Technology","USD","2016-11-23",700,"2016-10-24 22:36:35",0,0,0,"US",0,0,700,29.0995949074074
"225516",216236980,"It's Better Together","Web","Technology","USD","2015-06-03",5000,"2015-05-04 23:16:26",235,0,6,"US",235,235,5000,29.0302546296296
"309069",644304317,"Whata-ya-need.com","Web","Technology","USD","2014-12-26",1500,"2014-11-26 19:49:45",0,0,0,"US",0,0,1500,29.1737847222222
"103960",1528479018,"Height Nor Depth - Website and Applications","Web","Technology","USD","2015-11-26",2600,"2015-10-27 22:09:06",195,0,4,"US",195,195,2600,29.1186805555556
"48162",1245543033,"Saving families money and reduce corporate greed/inflation!!","Web","Technology","CAD","2015-07-09",5000,"2015-06-09 18:35:38",0,0,0,"CA",0,0,3935.15,29.2252546296296
"308252",640094463,"The public library","Apps","Technology","EUR","2017-03-23",22770,"2017-02-21 18:14:28",11,0,2,"ES",1.06,11.89,24602.92,29.198287037037
"361867",913890861,"Where Are the Women? (A Feminist Protest in Film Criticism)","Web","Journalism","USD","2014-12-17",5000,"2014-11-17 23:12:15",10700,1,173,"US",10700,10700,5000,29.0331597222222
"327304",736966586,"Team ENE - Trainer/Instructor Management Application","Apps","Technology","USD","2016-07-22",55000,"2016-06-22 15:29:24",0,0,0,"US",0,0,55000,29.3545833333333
"175908",1894669520,"CleanRooms","Apps","Technology","USD","2017-12-27",20000,"2017-11-27 04:28:46",0,0,0,"US",0,0,20000,29.8133564814815
"32727",116628448,"Verb It!, verb conjugator/translator and phrasal verb app.","Apps","Technology","USD","2015-11-04",2500,"2015-10-05 18:23:07",10,0,1,"US",10,10,2500,29.2756134259259
"222707",2134540892,"Fake beard & moustache virtual showroom App","Apps","Technology","GBP","2016-07-15",20000,"2016-06-15 01:02:56",0,0,0,"GB",0,0,26725.82,29.9562962962963
"140102",1711480123,"Crombz.com","Web","Technology","CAD","2015-03-30",3000,"2015-02-28 18:06:34",0,0,0,"CA",0,0,2372.67,29.2037731481481
"277965",484320757,"Graphe Playlist it's a Mobile App","Apps","Technology","USD","2016-01-27",7500,"2015-12-28 22:52:05",5,0,1,"US",5,5,7500,29.0471643518519
"226013",218905928,"StartHompy: your pretty home for one-click internet surfing","Web","Technology","AUD","2014-11-11",30000,"2014-10-12 07:47:12",29,0,19,"AU",25.19,25.16,26023.59,29.7172222222222
"6774",1034469308,"eKET","Apps","Technology","GBP","2015-04-28",18000,"2015-03-27 17:59:34",0,0,0,"GB",0,0,27779.06,31.2503009259259
"72094",1366988453,"The Embassy: Audio history and multimedia archive","Web","Journalism","AUD","2015-12-19",15500,"2015-11-19 14:00:31",17289,1,249,"AU",12267.65,12555.56,11256.35,29.4163078703704
"51619",1262734990,"www.RoadWatch.net","Apps","Technology","USD","2015-10-31",15000,"2015-09-29 18:58:21",0,0,0,"US",0,0,15000,31.2094791666667
"109004",1553949192,"Ask A Hispanic/Latino","Web","Journalism","USD","2015-12-11",2000,"2015-11-11 23:41:14",0,0,0,"US",0,0,2000,29.0130324074074
"257327",37857492,"Woobii Social Travel","Apps","Technology","EUR","2017-10-06",10000,"2017-09-06 16:46:15",1720,0,6,"IT",13.1,2013.6,11707,29.3012152777778
"347181",838796673,"Shop online. Tax Free. notaxus.","Web","Technology","USD","2016-12-17",50000,"2016-11-17 04:35:58",0,0,0,"US",0,0,50000,29.8083564814815
"48593",1247729376,"estrl.com - A Magical Marketplace","Web","Technology","USD","2015-07-23",20000,"2015-06-23 20:29:49",70,0,2,"US",70,70,20000,29.1459606481481
"268773",437735209,"Mentis.com","Web","Technology","GBP","2017-03-02",500,"2017-01-31 10:14:15",0,0,0,"GB",0,0,611.72,29.5734375
"191514",1974482133,"Screen Chemistry","Apps","Technology","USD","2016-06-03",10000,"2016-05-04 05:58:49",76,0,3,"US",76,76,10000,29.7508217592593
"353097",868724263,"Great way to get your website/product out there for cheap!!","Web","Technology","USD","2015-05-16",20,"2015-04-15 21:51:23",0,0,0,"US",0,0,20,30.0893171296296
"349735",851805439,"Craftaholics: Bringing the Craft Beer Community Together","Apps","Technology","USD","2016-10-14",2500,"2016-09-14 03:02:33",46,0,3,"US",0,46,2500,29.8732291666667
"150804",1766267770,"MICar","Apps","Technology","CAD","2016-08-21",15000,"2016-07-22 21:05:19",1,0,1,"CA",0,0.78,11642.35,29.1213078703704
"197596",2006007176,"Mobile Car Seat Checklists","Apps","Technology","USD","2016-03-05",10000,"2016-02-04 19:50:42",305,0,4,"US",305,305,10000,29.173125
"333783",770251073,"Blog project","Web","Journalism","GBP","2015-02-20",500,"2015-01-21 20:23:43",113,0,3,"GB",170.31,173.74,768.78,29.1501967592593
"311681",657618183,"Tap and go smartphone photo/video background changer","Apps","Technology","AUD","2017-10-22",25500,"2017-09-22 03:07:28",3492,0,39,"AU",569.36,2666.87,19474.57,29.8698148148148
"41510",1211326377,"Cannabis Collective","Apps","Technology","USD","2017-01-18",7500,"2016-12-19 17:44:06",5,0,5,"US",0,5,7500,29.2610416666667
"183120",1932235976,"SellYourCell","Web","Technology","EUR","2014-10-15",7500,"2014-09-15 23:49:09",0,0,0,"NL",0,0,9617.23,29.0075347222222
"244306",312482772,"AstroloGeeks Premium","Apps","Technology","USD","2017-09-25",10000,"2017-08-25 17:25:40",1001,0,7,"US",0,1001,10000,30.2738425925926
"22560",1114493103,"RevBeans","Apps","Technology","GBP","2015-07-15",10000,"2015-06-15 20:41:01",0,0,0,"GB",0,0,15593.57,29.1381828703704
"46149",1234603648,"The Virgin Quest","Web","Journalism","USD","2015-04-29",15000,"2015-03-30 20:37:17",10,0,1,"US",10,10,15000,29.140775462963
"354133",87416878,"The Online Dnm","Web","Journalism","AUD","2015-04-09",4000,"2015-03-10 07:40:01",0,0,0,"AU",0,0,3058.34,29.6805439814815
"236706",273318700,"Merging Melodies","Web","Journalism","GBP","2016-11-28",110,"2016-10-29 21:00:24",14,0,5,"GB",2.44,17.67,138.86,29.1663888888889
"340046",802024238,"GameTime Fundraising (GTF)","Web","Technology","USD","2016-06-02",50000,"2016-05-03 03:33:04",132,0,2,"US",132,132,50000,29.852037037037
"179430",1912799906,"Back up the internet","Web","Technology","USD","2015-03-30",500,"2015-02-28 18:22:27",31,0,4,"US",31,31,500,29.1927430555556
"203661",2037221255,"ShowMyGlasses.com","Web","Technology","CAD","2015-05-30",10000,"2015-04-30 19:10:58",0,0,0,"CA",0,0,8000,29.2007175925926
"202201",2029627883,"Cheater - find out if your partner is cheating","Apps","Technology","NZD","2015-04-19",5000,"2015-03-20 16:03:20",50,0,1,"NZ",37.48,37.83,3783.29,29.3310185185185
"348329",844615918,"BeaReBe.com - Share Economy Online Platform","Web","Technology","AUD","2014-10-09",8500,"2014-09-09 01:09:56",0,0,0,"AU",0,0,7402.89,29.9514351851852
"229448",236557192,"Qbuni Listings App","Apps","Technology","USD","2015-09-25",12000,"2015-08-26 16:02:18",110,0,4,"US",110,110,12000,29.3317361111111
"62114",131583302,"Sommelier bot in your pocket","Apps","Technology","EUR","2016-12-04",12000,"2016-11-04 13:09:51",11035,0,43,"FR",1920.17,11651.85,12670.79,29.4931597222222
"214207",2091476547,"One Rule Y.O.L.O.","Web","Technology","USD","2014-08-22",35000,"2014-07-23 23:03:57",1,0,1,"US",1,1,35000,29.0389236111111
"109738",1557562481,"The Future Of How we use Social Media","Apps","Technology","USD","2016-10-20",50000,"2016-09-20 21:34:20",25,0,1,"US",0,25,50000,29.1011574074074
"30514",1155102285,"Askthegym. Unlimited access to personal trainers for $9.99","Web","Technology","USD","2016-07-28",10000,"2016-06-28 19:55:52",431,0,15,"US",901,431,10000,29.169537037037
"313485",666666600,"The Netflix Pulse Pauser","Apps","Technology","USD","2017-03-15",25500,"2017-02-13 16:56:00",22,0,3,"US",0,22,25500,29.2527777777778
"108518",1551625747,"The Best Tech Reads On The iPad","Apps","Technology","USD","2014-08-07",1000,"2014-07-08 17:57:37",1175,1,22,"US",1175,1175,1000,29.2516550925926
"350012",85316738,"Exitus Safety Network","Apps","Technology","USD","2016-12-03",50000,"2016-11-03 17:18:07",3869,0,26,"US",2220,3869,50000,29.3207523148148
"61810",1314342652,"DebateMeAnything","Web","Technology","USD","2015-01-02",29000,"2014-12-03 18:27:51",18,0,3,"US",18,18,29000,29.2306597222222
"312397",661315418,"SecuredBackup","Apps","Technology","USD","2017-03-18",30000,"2017-02-16 20:20:19",0,0,0,"US",0,0,30000,29.1108912037037
"116392",1591217785,"Niear (Launch Campaign)","Apps","Technology","USD","2015-09-24",50000,"2015-08-25 21:00:16",70,0,3,"US",70,70,50000,29.1248148148148
"202316",2030284144,"SETUP Tube Directory - Annuaire des setup de Youtubers","Web","Technology","EUR","2015-12-03",2000,"2015-11-03 14:15:56",1,0,1,"BE",1.1,1.09,2180.41,29.4056018518519
"130679",1663427883,"Bridges","Apps","Technology","USD","2015-07-18",7000,"2015-06-19 02:44:01",0,0,0,"US",0,0,7000,28.886099537037
"73209",1372793403,"Making My Amateur Travel Blog Professional","Web","Technology","USD","2014-08-28",69,"2014-07-29 19:55:35",178,1,11,"US",178,178,69,29.1697337962963
"79366",1403772759,"Stop wasting your time..post and let them search and bid","Web","Technology","USD","2016-02-03",17100,"2016-01-04 17:34:17",0,0,0,"US",0,0,17100,29.2678587962963
"5294",102697452,"Shut-App!","Apps","Technology","USD","2016-08-25",10800,"2016-07-26 12:01:23",11029.67,1,332,"US",2751,11029.67,10800,29.4990393518519
"55777",1283847302,"LocalEyes","Apps","Technology","USD","2016-04-23",10000,"2016-03-24 21:03:50",1910,0,21,"US",1910,1910,10000,29.122337962963
"131064",1665370591,"We Seek Surf - Australia's Newest Surf Forecasting App!","Apps","Technology","AUD","2015-07-15",5000,"2015-06-15 02:39:23",200,0,4,"AU",154.62,148.03,3700.69,29.8893171296296
"22681",1115070934,"PetMatch","Apps","Technology","USD","2017-06-14",25000,"2017-05-15 18:25:54",235,0,6,"US",0,235,25000,29.2320138888889
"162907",1828694684,"RateThatSpace.com","Web","Technology","USD","2015-03-14",10000,"2015-02-12 20:55:54",1,0,1,"US",1,1,10000,29.0861805555556
"359466",901304713,"12Bar for iPad: Create and Share Chord Charts and Set Lists","Apps","Technology","USD","2014-10-12",12000,"2014-09-12 14:46:25",12015,1,132,"US",12015,12015,12000,29.3844328703704
"22186",1112468013,"WordKik Parental Control","Apps","Technology","EUR","2014-12-26",6000,"2014-11-25 21:37:30",144,0,18,"IE",178.44,173.42,7225.78,30.0989583333333
"323628",718414970,"Where's My Contact - anti text & drive app","Apps","Technology","USD","2016-08-28",3000,"2016-07-29 00:07:09",19,0,6,"US",0,19,3000,29.9950347222222
"100168",1508625238,"Footsteps","Web","Technology","USD","2015-08-14",800,"2015-07-15 01:00:43",0,0,0,"US",0,0,800,29.9578356481481
"266722",426902490,"Mobile app that changes how we think of Roadside Assistance","Apps","Technology","USD","2016-07-02",1200,"2016-06-02 22:19:53",1275,1,38,"US",1275,1275,1200,29.069525462963
"228682",232474255,"Modern Beatniks","Web","Journalism","USD","2015-01-10",1000,"2014-12-11 22:37:09",0,0,0,"US",0,0,1000,29.0575347222222
"147012",1747090419,"Dogs bark, farts are funny","Apps","Technology","USD","2016-01-01",25000,"2015-12-02 06:03:11",0,0,0,"US",0,0,25000,29.7477893518519
"372823",96993955,"LFDate: Dating for Gamers","Apps","Technology","USD","2014-10-29",10000,"2014-09-29 17:45:38",1857,0,87,"US",1857,1857,10000,29.2599768518519
"276718",477849669,"IsMyPhoneOn - Official App Project","Apps","Technology","EUR","2016-04-14",200,"2016-03-15 08:40:51",0,0,0,"FR",0,0,225.68,29.6382986111111
"205883",2048764212,"Restroom Cleaning Report App","Apps","Technology","USD","2016-02-22",9000,"2016-01-22 10:02:00",801,0,7,"US",801,801,9000,30.5819444444444
"86168",1438242678,"StrongBloom Celebrating All Women!","Web","Journalism","USD","2017-05-12",5000,"2017-04-12 19:27:13",0,0,0,"US",0,0,5000,29.1894328703704
"304240",61897262,"Forget Me Not","Apps","Technology","USD","2016-08-06",35000,"2016-07-07 01:28:12",0,0,0,"US",0,0,35000,29.93875
"236253",270988290,"Fresh Start","Web","Journalism","USD","2017-05-18",250,"2017-04-18 07:56:33",0,0,0,"US",0,0,250,29.6690625
"172359",1876570969,"Spottr | Smarter Monitoring for Shared Data Plans","Apps","Technology","USD","2015-01-08",20000,"2014-12-09 16:18:32",884,0,28,"US",884,884,20000,29.320462962963
"4969",1025353346,"Report to the Rebbe ??""?","Apps","Technology","USD","2015-09-28",13500,"2015-08-28 01:51:21",13603,1,26,"US",13603,13603,13500,30.9226736111111
"250347",343361929,"TeacherChain","Web","Technology","USD","2016-10-02",25000,"2016-09-02 18:46:01",99,0,4,"US",0,99,25000,29.2180439814815
"283735",513569394,"Swan - Live broadcasting for the event industry!","Apps","Technology","USD","2015-05-21",20000,"2015-04-21 18:27:25",0,0,0,"US",0,0,20000,29.2309606481481
"160055",181392299,"SPIN brings the world of speed dating to your mobile device","Apps","Technology","USD","2015-02-27",32000,"2015-01-28 20:13:49",107,0,4,"US",107,107,32000,29.1570717592593
"36224",118389673,"animator.js","Web","Technology","USD","2014-11-09",25000,"2014-10-10 16:16:52",75,0,3,"US",75,75,25000,29.363287037037
"102572",1521195240,"Pinit Smartphone App: The Next Craze In Social Media.","Apps","Technology","GBP","2015-04-30",5000,"2015-03-31 20:38:11",1205,0,17,"GB",1791.6,1859.65,7716.41,29.140150462963
"57799",1294129088,"Animated Interactive Bible Storybooks","Apps","Technology","USD","2016-10-06",50000,"2016-09-06 15:06:12",3829,0,29,"US",0,3829,50000,29.3706944444444
"24967",1126822169,"Frey Sports App - We connect sports people.","Apps","Technology","DKK","2017-01-11",25000,"2016-12-12 11:30:28",0,0,0,"DK",0,0,3584.74,29.5205092592593
"61880",1314706104,"interactive studyrooms","Web","Technology","EUR","2017-01-21",500,"2016-12-22 00:51:50",25,0,1,"BE",0,26.7,534.05,29.9640046296296
"13774",1069324661,"fearch - Where Social Meets Search","Web","Technology","GBP","2015-09-26",7000,"2015-08-27 00:17:44",0,0,0,"GB",0,0,10617,29.9876851851852
"132547",1672669756,"Create animations easily in your browser, with Animake It!","Web","Technology","USD","2014-06-15",10000,"2014-05-16 09:07:22",4175,0,93,"US",4175,4175,10000,29.6198842592593
"74695",1380572970,"FINDERS KEEPERS EDUCATION APP","Apps","Technology","AUD","2017-09-12",35000,"2017-08-13 01:25:16",1,0,1,"AU",0,0.8,28080.87,29.940787037037
"86632",1440484529,"BuyersAttic.Com","Web","Technology","USD","2015-07-26",10000,"2015-06-26 20:55:36",0,0,0,"US",0,0,10000,29.1280555555556
"225339",215329000,"Avalonplay: The Social Network for Gamers","Web","Technology","USD","2014-12-25",15000,"2014-11-23 20:00:09",15688,1,52,"US",15688,15688,15000,31.1665625
"364192",925579659,"RaceLens","Web","Technology","USD","2015-12-20",15000,"2015-11-19 17:02:35",10518,0,41,"US",10518,10518,15000,30.2898726851852
"38673",1196354167,"Fitness4All","Apps","Technology","USD","2015-03-10",2000,"2015-02-10 01:57:56",2,0,2,"US",2,2,2000,27.8764351851852
"130004",1660059450,"The Daily Saint","Web","Journalism","USD","2014-08-28",4000,"2014-07-29 18:05:27",30,0,2,"US",30,30,4000,29.2462152777778
"36826",1186828380,"AutismSAM","Apps","Technology","USD","2015-07-31",10000,"2015-07-01 13:39:51",226,0,4,"US",226,226,10000,29.4306597222222
"328707",74470517,"Line Up Q R Interaction App & Web","Web","Technology","AUD","2015-03-21",50000,"2015-02-20 00:47:30",0,0,0,"AU",0,0,38937.78,28.9253472222222
"20660",1104897611,"They Stole My Wheels","Web","Technology","GBP","2015-06-17",15000,"2015-05-18 23:42:54",0,0,0,"GB",0,0,23757.48,29.011875
"5692",1029132241,"SPOT the party","Apps","Technology","USD","2015-10-29",25000,"2015-09-29 16:32:28",0,0,0,"US",0,0,25000,29.310787037037
"70736",136006381,"SchoolSquare: Helping Kids Succeed","Apps","Technology","USD","2017-12-12",25000,"2017-11-14 00:36:39",25600,1,328,"US",0,25600,25000,27.9745486111111
"143140",1727242783,"LuLou's Check It","Web","Technology","USD","2014-08-10",6000,"2014-07-11 22:35:19",0,0,0,"US",0,0,6000,29.0588078703704
"237806",279059227,"Jabbr – A College Migration App","Apps","Technology","USD","2017-08-30",20000,"2017-07-31 20:37:14",20012,1,64,"US",1217,20012,20000,29.1408101851852
"282091",505247268,"SlideUP Launcher","Apps","Technology","USD","2014-11-06",1000,"2014-10-07 12:55:48",240,0,28,"US",240,240,1000,29.5029166666667
"46715",1237760623,"ADHD Kids Rock: Leading the Way","Web","Journalism","CAD","2015-08-07",14000,"2015-07-08 05:46:27",14607,1,136,"CA",11589.45,11165.72,10701.73,29.7594097222222
"206078",2049821432,"Mi Bonsai | Le damos forma a tus finanzas","Apps","Technology","MXN","2017-02-15",50000,"2017-01-16 01:04:43",243270,1,50,"MX",0,11881.9,2442.12,29.9550578703704
"229780",238231671,"Trivia With Pals - Version 3.0 by Seven Phoenix, Ph.D.","Apps","Technology","USD","2014-07-22",5000,"2014-06-22 05:49:21",5105,1,44,"US",5105,5105,5000,29.7573958333333
"370732",959022211,"Bitsy Log - A Safe, Private Place for Mom & Dad","Apps","Technology","USD","2014-08-06",25000,"2014-07-07 22:01:43",87,0,8,"US",87,87,25000,29.0821412037037
"196450",2000355088,"making Your Wishes come true: NEW kind of goal-setting app","Apps","Technology","USD","2017-12-27",20000,"2017-11-27 02:23:19",291,0,6,"US",100,291,20000,29.900474537037
"241845",299959275,"Clever Diner - Easily Search and Compare Restaurant Deals!","Apps","Technology","USD","2017-12-01",4500,"2017-11-01 01:09:36",0,0,0,"US",0,0,4500,29.9933333333333
"60323",1306596810,"Dragon King High-Performance Dragon Boat Application","Apps","Technology","AUD","2015-03-21",7000,"2015-02-19 01:20:19",3118,0,55,"AU",2433.17,2428.16,5451.29,29.9025578703704
"90467",145968602,"Press For Success: WordPress Beyond the Build","Web","Technology","USD","2016-03-02",34500,"2016-02-01 17:31:11",303,0,6,"US",303,303,34500,29.2700115740741
"374479",978390675,"CollegeVox, Sharing the Scene","Web","Journalism","USD","2014-10-11",50000,"2014-09-11 02:18:22",14332,0,233,"US",14332,14332,50000,29.903912037037
"230086",239644050,"Reforestum","Apps","Technology","EUR","2017-02-15",31000,"2017-01-15 18:12:52",41130,1,865,"ES",343.76,43803.32,33014.9,30.2410648148148
"223086",2136491469,"Help us create Norway's new eLearning platform","Web","Technology","NOK","2017-09-15",10000,"2017-08-16 16:48:34",0,0,0,"NO",0,0,1281.54,29.2996064814815
"234752",263383243,"20 Minute Tables: Gets you multiplying with confidence, fast","Apps","Technology","GBP","2015-09-30",15000,"2015-08-31 23:23:47",306,0,24,"GB",470.99,464.11,22750.71,29.025150462963
"162616",1827149604,"Apps 4 Autism","Apps","Technology","AUD","2014-12-31",25000,"2014-12-01 07:06:34",1131,0,18,"AU",962.13,917.8,20287.27,29.7037731481481
"331477",758757126,"Study-Buddie","Apps","Technology","USD","2017-01-26",10000,"2016-12-27 19:18:13",20,0,2,"US",10,20,10000,29.1956828703704
"231239",245343728,"App Help ease some people's lives","Apps","Technology","USD","2014-11-02",25000,"2014-10-03 02:11:41",1,0,1,"US",1,1,25000,29.9085532407407
"59961",1304910512,"REST IN PARADISE EXPRESSIONS","Web","Technology","USD","2015-03-20",5000,"2015-02-18 22:56:59",0,0,0,"US",0,0,5000,29.0020949074074
"7235",1036755986,"21Pictures: An app to revolutionise online dating","Apps","Technology","GBP","2015-10-02",15000,"2015-09-02 07:59:06",1830,0,35,"GB",2817.1,2775.59,22750.71,29.6672916666667
"357068",8889621,"Urban Shake","Apps","Technology","GBP","2014-12-24",4500,"2014-11-24 23:19:47",1,0,1,"GB",1.57,1.55,6991.16,29.0279282407407
"35680",1180975882,"Portal to Alaska","Web","Journalism","USD","2015-04-26",18690,"2015-03-27 09:11:28",0,0,0,"US",0,0,18690,29.617037037037
"226466",221201314,"SecLife App - Increase safety - Be safe everywhere","Apps","Technology","EUR","2016-11-12",1500,"2016-10-13 08:20:02",1,0,1,"DE",0,1.06,1594.35,29.6944212962963
"131073",1665396621,"Amuse Me ""Your College Experience""","Apps","Technology","USD","2014-09-26",10000,"2014-08-27 19:54:45",10490,1,42,"US",10490,10490,10000,29.1703125
"133489",1677471579,"Cyber Security Report Server","Web","Technology","EUR","2016-04-01",3000,"2016-03-02 11:09:22",0,0,0,"IT",0,0,3429.59,29.4934953703704
"232323",250882289,"Black Wall St Mobile App","Apps","Technology","USD","2016-12-16",20000,"2016-11-16 21:39:20",0,0,0,"US",0,0,20000,29.0976851851852
"332210",762360775,"Campus Swap App: an innovation in buying & selling textbooks","Apps","Technology","USD","2014-11-14",6500,"2014-10-15 07:50:49",442,0,13,"US",442,442,6500,29.7147106481481
"122643",1622860150,"Soundplex Live","Apps","Technology","USD","2016-09-29",5000,"2016-08-30 18:03:51",390,0,7,"US",0,390,5000,29.2473263888889
"282915",509528742,"Kick Journal Social Network","Web","Technology","GBP","2015-01-23",5000,"2014-12-24 23:18:11",22,0,2,"GB",34.31,32.97,7492.32,29.0290393518519
"70020",1356424911,"JobstaGo - App","Apps","Technology","USD","2016-08-19",35000,"2016-07-20 23:20:08",3,0,3,"US",0,3,35000,29.0276851851852
"105506",1536277350,"The Sept App","Apps","Technology","USD","2017-02-20",5000,"2017-01-21 05:46:05",0,0,0,"US",0,0,5000,29.7596643518519
"73972",1376885938,"SMS Live","Apps","Technology","USD","2017-08-19",4500,"2017-07-20 15:39:43",0,0,0,"US",0,0,4500,29.3474189814815
"355369",880232397,"ProtonNote - A Notebook for Developers powered by Gist","Apps","Technology","CHF","2016-06-15",10000,"2016-05-16 21:49:30",482,0,45,"CH",494.06,501.43,10403.01,29.090625
"276839",478438977,"Phone Box Boom Box","Apps","Technology","CAD","2015-04-30",2000,"2015-03-31 17:19:07",0,0,0,"CA",0,0,1663.89,29.2783912037037
"190250",1968331695,"Fund The Future of Communication","Apps","Technology","GBP","2014-10-09",15000,"2014-09-09 03:48:20",0,0,0,"GB",0,0,24051.18,29.8414351851852
"103071",1523932442,"Interactive Video Player BY: Idea Video Clicks","Web","Technology","USD","2015-07-16",10000,"2015-06-16 21:13:15",0,0,0,"US",0,0,10000,29.1157986111111
"347345",839657995,"Android App called Media Buddy","Apps","Technology","USD","2015-06-13",11500,"2015-05-14 19:48:28",0,0,0,"US",0,0,11500,29.1746759259259
"369017",950109548,"NEW APP FOR iOS & ANDROID - Buy or Sell your SPOT in line!","Apps","Technology","USD","2016-12-30",10000,"2016-11-30 03:40:01",0,0,0,"US",0,0,10000,29.8472106481481
"334890",776041457,"My Fitness Journey Mobile App","Apps","Technology","USD","2015-05-06",1000,"2015-04-06 19:19:10",0,0,0,"US",0,0,1000,29.1950231481481
"65291",1332109984,"Comparte y vende en un click","Apps","Technology","EUR","2017-05-26",6800,"2017-04-26 15:05:12",50,0,1,"ES",0,55.98,7613.25,29.3713888888889
"350092",853584310,"Amordating.dk","Web","Technology","DKK","2017-12-22",10000,"2017-11-22 22:22:01",50,0,1,"DK",0,7.96,1592.23,29.0680439814815
"62215",1316371857,"Reps & Sets for Apple Watch","Apps","Technology","GBP","2015-04-02",6000,"2015-03-03 17:32:22",441,0,18,"GB",679.07,652.82,8881.91,29.2275231481481
"315683",677895863,"Crowdfunder Match Game","Apps","Technology","USD","2014-08-21",4750,"2014-07-22 21:18:57",0,0,0,"US",0,0,4750,29.1118402777778
"312035",659434587,"Plug","Apps","Technology","USD","2015-09-19",5000,"2015-08-20 17:18:32",0,0,0,"US",0,0,5000,29.2787962962963
"58861",1299406981,"Thespian","Apps","Technology","USD","2016-07-17",10000,"2016-06-17 20:19:39",2,0,1,"US",0,2,10000,29.1530208333333
"289771",544359669,"Neighborhood lawn maintenance app","Apps","Technology","USD","2017-05-24",6000,"2017-04-24 23:56:33",0,0,0,"US",30,0,6000,29.0023958333333
"77884",1396089248,"Dance Orbit Global Dance Directory App","Apps","Technology","GBP","2014-10-24",8000,"2014-09-24 19:50:00",3,0,3,"GB",4.91,4.82,12840.47,29.1736111111111
"194831",199201719,"Online Course: AP World History","Web","Technology","USD","2017-07-13",45000,"2017-06-13 12:10:10",45,0,2,"US",20,45,45000,29.4929398148148
"101315",1514749808,"Docker for DevOps: From development to production","Web","Technology","USD","2015-10-29",2000,"2015-09-29 15:43:35",5850,1,92,"US",5850,5850,2000,29.3447337962963
"111463",1566433158,"The Global Scout","Web","Journalism","USD","2015-01-18",35000,"2014-12-19 19:43:46",211,0,5,"US",211,211,35000,29.1779398148148
"49407",1251909198,"KTS Entertainment","Web","Technology","USD","2017-05-28",10000,"2017-04-28 06:12:33",20,0,1,"US",0,20,10000,29.7412847222222
"368276",946227604,"Honey Do...ME","Apps","Technology","USD","2014-11-22",8500,"2014-10-23 01:19:11",705,0,7,"US",705,705,8500,29.9866782407407
"262745",406370196,"The Bitter Student, LLC","Web","Journalism","USD","2016-12-22",1999,"2016-11-20 23:57:32",2005,1,32,"US",127,2005,1999,31.001712962963
"28152",114286600,"As The Raven Flies: Cross-Canada Cycle Tour","Web","Journalism","CAD","2017-03-03",15000,"2017-02-01 19:23:29",16450,1,329,"CA",4549.2,12272.46,11190.69,29.192025462963
"140447",1713088920,"Geekletes: The Competitive Gaming Technology Platform","Web","Technology","USD","2015-09-16",19200,"2015-08-17 02:47:09",1679,0,13,"US",1679,1679,19200,29.8839236111111
"173527",1882558008,"KickStarter Competitor","Web","Technology","USD","2015-04-09",30000,"2015-03-09 23:31:07",60,0,3,"US",60,60,30000,30.0200578703704
"39690",1201857545,"JobTerrain.com - Hire and Work on Online! Patent Pending!","Web","Technology","USD","2014-08-31",9999,"2014-08-01 01:15:37",25,0,1,"US",25,25,9999,29.9474884259259
"209989",2070170612,"Hunting Dates","Apps","Technology","USD","2014-08-17",600,"2014-07-18 20:38:12",52,0,3,"US",52,52,600,29.1401388888889
"265274",419398093,"SociALL - The Multi-Social Media Management Tool","Apps","Technology","CAD","2016-06-04",15000,"2016-05-05 01:39:11",10,0,1,"CA",7.99,7.84,11766.55,29.9311226851852
"162049",1824196428,"HALLO Social Meet-up","Apps","Technology","USD","2016-11-06",2500,"2016-10-07 01:36:44",16,0,3,"US",0,16,2500,29.9328240740741
"163011",1829269873,"E-Commerce Product Integration Platform","Web","Technology","USD","2014-08-07",8000,"2014-07-08 17:57:04",50,0,1,"US",50,50,8000,29.252037037037
"83538",1424782975,"Learn Functional Programming with LambdaSchool","Web","Technology","USD","2016-09-01",10000,"2016-08-02 15:26:29",13299.5,1,235,"US",2904,13299.5,10000,29.3566087962963
"359591",901991720,"Sharzet Social Networking With No Limits Web Site","Web","Technology","USD","2014-11-14",14000,"2014-10-15 19:38:41",1,0,1,"US",1,1,14000,29.2231365740741
"343583",820316408,"The Florist Up My Street Co-operative","Web","Technology","GBP","2016-12-22",1500,"2016-11-22 10:06:58",1591,1,26,"GB",18.5,1948.87,1837.4,29.5784953703704
